teks,jenis
"Ku samarkan serpihan hati yang kecewa.. Ku pendam merah wajah ku yang luka.. Nanar.. Perih.. Dan letih.. Oleh lakumu yg acuhkan perasaanku yang rapuh ini.. Oleh tingkamu yang lelahkan bibirku yang comel ini.. Saking capeknya.. Ku coba biasa, saat kau tanya kenapa.. Ku rapihkan wajah dan hatiku yang kalut, saat kau pandang curiga.. Dan Saat kau tanya mengapa, ku jawab: ''gk pa- pa'' Andai 
 kau tau di balik wajah yang syahdu ini, di belakangnya terhias jutaan 
 beban yang mungkin tak sanggup ku pikul sendiri ataupun dipikul sepuluh 
 orang lebih.. Di balik raut wajah yang ceria ini tersimpan 
 kepahitan hidup yang menyelimuti mungkin juga tak kan bisa terobati 
 sampai ajal menjemput nanti.. Sesekali ku bahagia, seseribu kali ku 
 sengsara.. Kadang terlintas cita-cita yang indah tuk ku gapai, tapi 
 masih mengapung diawang-awang yang tak mungkin ku raih dgn tanganku saat 
 ini.. Walau takdir bersebrangan dengan harapan.. Tapi ya sudahlah.. 
  
 ",puisi
Ayam jantan si ayam jalak \n Jaguh siantan nama diberi \n Rezeki tidak saya tolak \n Musuh tidak saya cari \n ,pantun
"Aku terdiam,,,, 
 Berfikir betapa pentingnya arti kehidupan ini 
 Sang Pencipta memberikan kehidupan yang begitu sempurna di dunia yang telah diciptakan 
  
 Tapi,,,,,,,,,,,,,,, 
 Akankah perintahnya dilakukan oleh umatnya?? 
 Aku, terus, terus, dan terus berfikir 
 Didalam benaku arti hidup cuma satu 
 Membuat orangyang didekatku selalu bahagia dan membuat orang laen bahagia 
 Tidak terlupakan juga selalu menampakkan wajah ceria kita 
 Karena dengan kecerian itu akan tau arti hidup 
  
 Sungguh.............. 
 Hidup akan terasa nyaman, tentram, dan damai jika umat-NYA selalu bersyukur dan berkata "" ALHAMDULILLAH"" 
  
 ",puisi
"Malam Indah namun kelam 
 Angin sejuk menusuk dalam 
 Jiwa tertutup mulut terbungkam 
 Mata bersinar sayut menajam 
  
 Raga terasa tersentak 
 Jiwa sempat terhentak 
 Tak berdaya tapi terbelalak 
 Seolah takdir kian menginjak 
  
 Cintaku bukan dalam diam 
 Tapi terkubur di tanah tuhan 
 Menetap di keabadian 
 Dan kini... Ku berseru sendirian 
  
 ",puisi
"Dari Ikatan Kata Cinta 
 Hadir Sebuah Nama Tampa Syarat 
 Hidup Namun Tak Bernafas...Ber 
 Kembang Namun Tak Beranak, 
 Dalam Ikatan sebuah Nama ADRY 
 Penyatu Dua Insan Hina, 
 Dari Gelombang Biru Air MataADRY.... 
 Titisan sebuah Kisa tak Sempurna 
 Hadir disetiap Senyum. 
 Hidup dalam Hati ke Hati, 
 Hilang Satu ""ADRY""Sejutah ADRY Pulang,Tumbuh...Tumbuh..Tumbuh.. 
 Dari Kesuburan dan Keikhlasan Hati.ADRY 
  
 ",puisi
"Ku cintai kau dalam fantasiku 
  
 Dimana perasaan telah tersampaikan sedemikian detailnya 
 Saat jarak tak lagi terlihat dan kepastian hanya tinggal menunggu waktu 
 Aku mencintaimu sedemikian itu 
 Sampai tak seorangpun yang bilang ""ini mudah"" 
  
 Keraguan terhebat memang datang saat aku mencintaimu 
  
 Jenuh rasanya bicara tanpa berucap 
 Hambar... 
 Sementara ku bersabar, 
 Menunggu kau iyakan aku untuk menemui kamu, memberi kepastian yang kau mau 
  
 Langit yang ku lihat hari ini masih sama seperti langit sàat terakhir aku melihatmu 
 Namun rasanya berbeda ketika wanita yang ku lihat bukan kamu 
  
 Aku mencintaimu dalam fantasiku 
  
 Sempat ku datangi kota yang menyembunyikanmu dan berharap dapat menemukan kamu 
 Meski nyatanya harus ku balas dengan senyum lesu saat yang ku dapati tetaplah langit yang sama kala itu 
  
 Aku ingin mencintaimu bukan hanya dalam fikiranku 
 Besok, lusa, atau entah kapan saatnya 
 Ingin ku datangi lagi kota yang menyembunyikanmu 
 Dengan harapan menemukanmu, ungkapkan AKU CINTA KAMU, dan beranikan bicara "" jadilah halalku "" 
 Karena...... 
 Aku tak ingin terus  mencintaimu hanya dalam fantasiku R.N.A 
  
 Bandung, 21 Mei 2017 
  
 ",puisi
Segar pempek sebab cuka \n Lezat dan nikmat pasti rasanya \n Banyak orang yang suka \n Memang dia baik hatinya \n ,pantun
Nasi uduk masih anget \n Beli nye di pinggir jalan \n Yang lagi duduk manis banget \n Boleh ga kite kenalan \n ,pantun
"Kunikmati alurmu, kusut dan gelisahsepi menambah kemurkaanjalan berlubang bukan impianrequiem melayang-layangmengitari ubun-ubun para pemolesgelap malam. 
 Senyum sesekali tersunggingmamaksa langkahmengusung harapan pada peristiwakecemasan simbul kasih dan sayangyang terlanjur mengguratpada rautmu dan wajah malam 
 Kau rebahkan gelisahmuwalau sejenaktelah ku temukan relief-reliefdalam rimba-rimba kesunyian malam 
 Tikar yang menafsirkan air matamujaket basah selimut anganmudoa-doa tak akan putus mengalirdari bibirmu -untuk dia yang diharapkan-Di malam inisaatnya kita memahami raut sendirikocar-kacir dalam kaca pintu ICCU 
 jalan-jalan kota, lampu stopan 
 slogan-slogan, bahkan lantai lobi rumah sakit 
 Menangislah nimas, lepaskan penatmurebahkan gelisahmuakau selalu memelukmu, mendekapmu danmengeja abjad-abjad namamu dalam doaku. 
 Konk : Solo-Sukoharjo, Januari 2006 
  
 ",puisi
Kemacetan jalan Jakarta; \n bukan karena si Komo lewat. \n sejak kita menjalin cinta; \n ngelakuin apapun aku jadi makin semangat. \n ,pantun
"Pernah aku berlayar mengarungi samudra luas 
 Karena aku melihat pulau asri di tengahnya 
 Begitu deras gelombang menghantam perahu 
 Begitu banyak hiu yang menganga di samping perahu 
  
 Sangat hebat angin puting beliung mencabik layar 
 Tapi, tetap aku pada pendirian 
 Kutetap bertahan untuk taklukkan ancaman gelombang, ancaman hiu 
 dan ancaman puting beliung 
  
 Terusku di atas perahu 
 Bertahan dan tetap bertahan 
 Hingga tercecer semua citaku 
 Hingga remuk jiwaku 
 Hingga sendu hatiku 
  
 Pulau asriku berpenghuni 
  
 Malang, 28/10/13 
  
 ",puisi
"Cinta... 
 Disaat kau hadir dalam hidup ku kau merubah segalanya 
 Kau mengisi ruang di hatiku 
 Disaat aku mulai merasakan indah nya cinta disaat itulah aku harus merasakan kepedihan 
 Terlalu cepat bagi ku untuk merasakan kepedihan itu 
 Begitu banyak kenangan manis diantara kita berdua 
 Kini hilang begitu saja seperti air yang mengalir 
 Aku sadar kalau ternyata cinta juga dapat mendatang kan kesedihan 
 Rasa sakit kepedihan dan kebahagiaan membuat aku lebih dewasa dan lebih mengerti tentang apa itu cinta 
  
 ",puisi
"Tupai lompat mencuri kentang, \n kentang habis tinggalah ikan. \n Sholat magrib waktu petang, \n jangan pernah kau tinggalkan. \n ",pantun
"Pisau tajam, pisau belati \n Jangan tertipu pisau palsu \n Cinta sejati timbul dari hati \n Bukan timbul dari nafsu \n ",pantun
"Wahai rembulanturunlah sejenak dari singgasanamu di sudut malamkuingin bisikkan sebuah kisah indah yang tak pernah terukirtentang rasa yang ada namun terkurung dalam jiwa 
 Wahai rembulanbiarkan aku guratkan sebait kata dengan kilaumukata yang tersusun dari hati yang terbelenggu rinduuntuk sang jelita yang tersenyum dalam layu 
 Wahai rembulandatanglah kepadaku dan akan kutitipkan setangkup rinduuntuk jelita hatiku yang selalu ada di angankudendangkan untuknya kidung rindu dariku 
 Untukmu HATI MULIA BERSELIMUT DUKA 
  
 ",puisi
"Berawal dari sahabatku aku mengenalmu 
 Semakin lama aku mengenalmu , cinta ini selalu Tumbuh untukmu .. Berada di dekatmu, membuatku bahagia dalam hariku .. 
 Senyuman manis dari bibirmu membuatku selalu memikirkanmu .. 
 Sorotan sinar binary matamu yang indah mampu membuatku ingin salauBersamamu.. 
 Rindu ini selalu menghampiriku di saatku jauh darimu.. 
 Tak sedikitpun aku luangkan waktu untuk selalu bersamamu.. 
 Cintaku padamu begitu syahdu.. 
 Akan selaluku kenang hari-hari indahku bersamamu.. 
 Hari ini adalah hari dimana aku dan kamu bersatu .. 
 Bersatu dalam cintaku dan cintamu .. Happy anniversary ‘ love you :* 
  
 ",puisi
Ada terjemahan ke bahasa Melayu \n Mudah faham isi kandungannya \n Ibu yang ikut wahyu \n Jadilah anak didiknya berjaya \n ,pantun
"Udan-udan ngeyup ngisor wit gedhang, \n wegah sangu payung amarga ngrepoti \n Pangapura sampeyan kulo gadang-gadang \n kita raketke pasederekan ing dina riyadi. \n ",pantun
Sepah tebu rasanya hambar \n Bila dibakar pasti berkobar \n Jika engkau slalu bersabar \n Ilmumu pasti kan lebar \n ,pantun
"Menaburkan rasa adalah impian 
 Hingga tiada batas kau dan aku di dalamnya 
 Berjalanlah mesin dunia... 
 Melangkah lah waktu diatasnya 
 Taburkan sayangmu di ladang hati 
 Biar tumbuh menghijau... 
 Menyejukkan setiap makluk 
 Larutkan rindumu di sungai jiwa 
 Biarkan tiada henti mengalirkan hasrat 
 Memberikan kepuasan atas dahaga raga 
 Biarkan cinta bertebaran atas langit 
 Melukis angkasa imaginasi 
 Mewarnai setiap ruang hidup 
 Hingga sejarah masa menulisnya 
 Inilah kita... 
 Saat masa lalu kembali menyentuhku 
 Aku melukis lagi 
 Menebarkan intuisi hati dengan kenanganmu 
 Kemana lagi aku meraihnya 
 Atau membiarkan itu berjalan semestinya 
 Aku ragu... 
 Karena kau adalah hidupku 
 Menepiskan ketakutan rasa 
 Membawaku bermimpi tiada henti 
  
 ",puisi
"Oleh Uswatun Ni'/mah 
  
 Panas. 
 Tapi bukan tungku.Menyengat. 
 Namun tak mematikan. 
 Warnanya merah. 
 Sedikit Meluap. 
 Telinga sedikit lebam jika meluap. 
 Kadang 
 sedikit aura hitam. 
 Merah 
 sangat menjengkelkan. 
 Ruam 
 lebam di hati. 
 Si merah menyendiri. 
 Meluap tanpa api. 
 Mendidih tanpa basa-basi. 
 Menjauhlah 
 merah datang. 
 Pergi 
 sebelum merah membakarmu. 
 Merah 
 panas bukan api. 
 Menyengat tanpa membunuh.(Jakarta 25 November 2014) 
  
 ",puisi
"Orang menganyam sambil duduk, \n Bila sudah bawa ke balai, \n Melihat ayam memakai tanduk, \n Datang musang meminta damai \n ",pantun
Burung pipt burung dara \n Bagus rupanya berwarna warni \n Agar alam tetap terjaga \n Janganlah kita mengotori \n ,pantun
"Persahabatan? 
 Yang ku tau adalah tentang ketulusan, 
 Yang ku tau adalah saling memberi tanpa mengharap balasan..Persahabatan? 
 Yang ku tau selalu indah setiap saat.. 
 Yang ku tau dia selalu dapat membuat ku tersenyum bahagia saat beban di pundakku terlalu berat.. 
 Yang ku tau hanya keindahannya saja, yahhh.. 
 Semuanya indah ku rasa :(Sampai saat dimana aku harus terjatuh, 
 Saat dimana aku harus tersadar dari mimpiku bahwa PERSAHABATAN tak seindah itu.. 
 Semuanya seperti salahku, aku yang bersalah? 
 Benarkah itu ""sahabat""? 
 Kau memndangku sebelah mata, tanpa mengingat apa yang telah kita lewati bersama, 
 Adakah terlintas di fikiran mu tentang diri ini sahabat? Walau sedetik namun itu yang aku harapkan. 
 Sahabat, aku tetap menganggapmu sahabat 
 Walau mungkin engkau bahkan tak mengingatnya lagi 
 Tapi bagiku itu bukanlah hal yang harus aku pusingkan 
 Bukankah persahabatan itu tentang ketulusan? Ya, aku harus belajar tentang ketulusan itu 
 Terima kasih telah mengisi lembaran kehidupan ku dengan warna-warna ceria mu,, 
 Aku harap kita dapat bertemu di lain waktu dan masa dimana kita bisa belajar bersama lagi tentang persahabatan :')_Untukmu sahabatku.. 
  
 ",puisi
Kayu cendana di atas batu \n Sudah diikat dibawa pulang \n Adat dunia memang begitu \n Benda yang buruk memang terbuang \n ,pantun
"Deras darah memeras daya 
 Keras tak salah, memelas segala upaya 
 Denyut menghanyut kelaraan 
 Sakit merakit kebenaran 
 Matanya sebelah picak, 
 Dayanya tlah meledak 
 Bum......... bum........ 
 Jedar.......... jedor....... 
 Sang kepala kan jadi prasasti 
 Para tangan seakan dicaci maki 
 Sang kepala diberhalakan 
 Para tangan dilarungkan 
 Bum......... Jedar............ 
 Mengaum, memberontak cetar 
 Bum.......... Jedor............. 
 Alum, daya mengendor 
 Tatkala rapuh, ketika tinggal kenangan 
 Jedar........... Bum............. Jedor.......... 
 Tatkala Asar merah putih kendor 
 Daya beralih asa 
 Rasa beralih duka 
 Jedar........ Jedor............ 
 Tiada tunjangan 
 Veteran kendor 
  
 ",puisi
"Jual betik dengan kandil, \n Kandil buatan orang Inggeris, \n Melihat buaya menyandang bedil, \n dan kerbau tegak berbaris \n ",pantun
"Keresahan membelenggu jiwa 
 Ketakutan datang tak terduga 
 Keberanian surut seketika 
 Menghentikan langkah 
  
 Ku terdiam seribu bahasa 
 Merenung masih adakah asa? 
 Dulu kalimat mengalir dengan lancarnya 
 Namun, kini hilang tertelan entah kemana 
 Saat ku berhadapan dengannya 
 Tak mampu ungkapkan rasa 
 Adakah ini rasa yang salah? 
 Kenapa? 
  
 Dapatkah ku pendam lama? 
 Mungkin, namun kegelisahan akan menyertainya 
 Atau ku harus melawan ketakutan ini? 
 Namun, kenapa ada yang bergejolak dihati? 
 Rasa apakah ini? 
  
 ",puisi
Sungguh nikmat bahagia bersama \n Bersama menghabiskan waktu kosong \n Doa tanpa usaha adalah percuma \n Usaha tanpa doa adalah sombong \n ,pantun
Memasak ikan di dalam peti \n Paling enak di campur terasi \n Gayanya aja kayak selebriti \n Tapi dompetnya kagak berisi \n ,pantun
"Peradaban sudah menyimpang 
 Realita sudah tak terlihat 
 Hanya fiksi bertaburan 
 Benci kesumat oleh nafsu 
  
 Kebencian di tabur insan 
 Tutur hakikat tak bernyawa 
 Hilang arah ahklak nurani 
 Batas suci tak berkembang 
  
 Kefanaan mendoktrin 
 Kaum manusia terjerumus 
 Berbalik arah 
 Menentang persepsi nurani 
  
 Dunia sudah tak normal 
 Merusak akan kawula 
 Gejolak menjatuhkan 
 Keadilan dan Kebajikan 
  
 Pertentangan takdir 
 Retakkan kedamaian 
 Memperagung kemunafikan 
 Kejahatan duniawi 
  
 Penolakan merusak harkat 
 Martabat terinjak 
 Merendah kan golongan 
 Perkumpulan visioner 
  
 Melelapkan surya 
 Mengagungkan kelam 
 Tabir tak terduga 
 Mendoktrin para kaum golongan . . . 
  
 ",puisi
"Pergilah keluar! 
 Pada malam empat belas 
 Pandanglah langit, bulan purnama 
 Cahayanya lembut tak membakar 
 Sayang jika kau lewatkan 
 Tapi jangan pernah menginginkannya 
 Sebab kau tak akan bisa mencapainya 
  
 Pergilah keluar! 
 Pada siang, hujan gerimis 
 Bila kau beruntung 
 Kau 'kan lihat pelangi 
 Elok menghias angkasa 
 Itulah kesempurnaan 
 Tapi jangan mengharapkannya 
 Sebab ia hanya sesaat datang dan pergi. 
  
 ",puisi
"Inikah cnta yg kau berikan untukku. 
 Mengapa kini kau berubah. 
 Tidak sperti dlu yg kukenal. 
 Kau buat aku sesuka hatimu. 
  
 Apa salahku.. 
 Apa kekuranganku.. 
 Katakanlah padaku. 
 jangan buat aku kecewa. 
  
 Kumasih pnya mata dn telinga. 
 Masih pnya rasa 
 Jujurlah jngan brdusta. 
  
 Andai kau jdi diriku 
 Betapa sakitnya hati ini. 
 Karena sikapmu. 
  
 Bebas aku ingin bebas. 
 Lepas dari cintamu. 
 Bebas aku ingin bebas. 
 Dari belenggu cintamu. 
  
 Pergilah.. 
 Semoga kau dptkan apa yg di inginkan. 
 Lebih sayang padamu. 
 Karena ku tahu bkn sayangku yg kau hrapkan. 
  
 ",puisi
"Ini cerita, sepenggal kisah yang usang 
 Kisah di masa lalu yang tak terlupakan 
 Tersimpan rapat dalam memori otakku 
 Kisah yang melukiskan segenggam kenangan 
 Antara kau dan aku 
  
 Ingin ku hentikan waktu, memutar kembali 
 Detik demi detik kebersamaan kita 
 Ingin ku telusuri lorong waktu 
 Berharap waktu kan membawaku ke masa itu 
 Tuk mengulang kembali cerita indah 
 Antara kau dan aku 
  
 Aku tiada berdaya 
 Bayangmu kian hadir dalam setiap mimpi-mimpiku 
 Menorehkan kembali tinta kerinduan dalam kalbu 
 Kerinduan yang hanya dapat ku gapai 
 Dalam alam bawah sadarku 
  
 ",puisi
Hari Minggu cuacanya indah \n Berlibur yang tepat di hari Minggu \n Bapak guru yang terlihat gagah \n Salam hormat kami untukmu \n ,pantun
Kalau keladi sudah ditanam \n Janganlah lagi meminta talas \n Kalau budi sudah ditanam \n Janganlah lagi meminta balas \n ,pantun
"Oh Pahlawan, 
 Jasamu sangat besar bagi negara 
 engkau mengorbankan jiwa ragamu 
 walau hanya menggunakan bambu runcing. 
 Karena bukan itu yang terpenting 
 yang terpenting adalah semangat yang membara di dalam hatimu, 
 Sehingga kau melawan penjajah tanpa rasa takut 
 dan akhirnya kau memperjuangkan Indonesia. 
 Oh Pahlawan 
 memang tiada yang bias kita beri 
 hanya kami bisa menjadi yang lebih baik. 
 Memang kami tidak memperjuangkan Negara 
 tapi semangat belajar yang giat 
 dan meraih cita-cita setinggi langit. 
 Semoga kami bias berguna bagi nusa dan bangsa 
 walau terkadang kami malas dan menyerah 
 tetapi kami tekad, demi negaraku Indonesia. 
 Terima kasih oh pahlawan, 
 Jasamu takkan terlupakandi dalam hati kami dan Negara. 
  
 ",puisi
"Seram sekali Bukit Hantu, \n pergi sendiri membawa lampu. \n Orang lain takkan membantu, \n jika malas jadi tabiatmu. \n ",pantun
Gadis Aceh berhati gundah \n Menanti teruna menghulur tepak \n Gula manis sirih menyembah \n Adat dijunjung dipinggir tidak \n ,pantun
Jalan-jalan ke rawa-rawa \n Jika capai duduk di pohon palem \n Geli hati menahan tawa \n Melihat katak memakai helm \n ,pantun
"Paman sedang menebang bambu, \n Untuk tiang bendera, \n Dirgahayu Indonesia ku, \n Salam Merdekaaaaaa \n ",pantun
Kalau ingin makan kelapa \n Kupas kulit sampai tak tersisa \n Kalau ingin dapat juara \n Belajarlah dan jangan menyerah \n ,pantun
Wangi nian kembang kenanga \n Manalah indah pohon ara \n Naik gunung mencari bunga \n Hati senang riang gembira \n ,pantun
"Aku berdiri di sini... 
 Menyibak harum wangi... 
 Mencari kedamaian hati di alam luas ini... 
 Dalam hati aku hanya percaya... 
 Bahwa tuhan itu adil... 
 Dia akan mendengar tangisku bersama hujan... 
 Dia akan menjawab doaku lewat keajaiban... 
 Hanya perlu waktu... 
 Dan aku percaya keajaiban... 
 Jadi apa? 
 Haruskah aku terus terkurung disini... 
 Di sebuah benteng pencarian... 
 Meratapi nasib dan terus mengaliri air... 
 Dari manik mataku... 
 Yang seakan tak pernah gersang dan merasa lelah untuk itu... 
 Selamat tinggal kenangan... 
 Ini saatnya aku bangkit melawan kerinduan... 
 Dan janji manis yang tak kunjung datang... 
  
 ",puisi
"Arjuna satria pandai memanah, \n dari negeri antah berantah. \n Agar rumah tangga sakinah, \n taat pada apa yang diperintah. \n ",pantun
"Pecundang negeri 
 Pecuncang negeri 
 Pecundang negeri 
 Pecundang negeri 
 Katakanlah sahabat Medali apa yang pantas untuk kita dapati?Katakan.. 
 Sebagai apa kita di negeri buncit ini? 
 Aku yang tiap kali ingin bangkit 
 Seketika jatuh dalam alun-alun ketidak adilan 
 Sebuah hukum yang dapat diperjual belikan Sepangkat jabatan yang menentukan ketenaran junjungan 
 Aku? Aku bisa apa? 
 Tua, lemah, tak ber uang 
 Siapa yang peduli? 
 Mereka yang merasa dirinya setingkat brahmana?TIDAK ! 
 Mereka sibuk dengan perut yang kian menjulang terdepan 
 Berpura-pura study banding nyatanya hanya berkeliling 
 Dan aku hanya bisa naik spaning kemudian pusing dan jatuh menggelinding 
 Dan siapa lagi yang peduli? 
 Kecohkan saja mereka dengan uang bermilyaran Dan percayalah ! mereka akan membantu 
 Seolah akrab padahal BIADAB ! 
 Aku bertanya lagi sahabat 
 Pantaskah mereka diatas kursi terhormat? 
 Berpura-pura peduli, sok mencari dan mengurusi? 
 Mereka para intelek kan? 
 Oh negeri apa ini Merasa asing di tanah kelahiran 
 Selalu merasa dikhianati oleh para pemimpin bangsa 
 Mencari cari kebenaran dalam tumpukan kebejatan 
 Hei para pemimpin berperut besar ! 
 Harta ku habis 
 Sebentar lagi aku pun menjadi mayat kelaparan 
 Terbujur kaku dan dikuasai para belatung Pecundang negeri 
 Pecuncang negeri 
 Pecundang negeri 
 Pecundang negeri 
 Sekarang kau sudah tau siapa pecundang negeri itu?MEREKA ! 
 Merekalah pecundang negeri itu 
 Sang pemimpin berperut besar Memiliki tugas merampas hak-hak rakyat Menjadikan uang pajak Negeri bagai permainan monopoli Mereka sejahtera, rakyat sengsara Berpura-pura lugu pada rakyat yang dungu 
 Hebatkah mereka menipu kita dengan perbait kata munafik itu? 
 Itulah mereka 
 Membabi buta pada lintasan rupiah 
 Namun rakyat terus berkobar dalam lintasan kesia-siaan 
  
 ",puisi
"Oleh Uni (Murni) 
  
 Air mata demi air mata telah menetes 
 Do'a demi do'a telah dilantunkan 
 Tangan menengadah memohon do'a dikabulkan 
 Kerudung panjang, putih bersih basah oleh linangan air mata 
 Sajadah telah membekas oleh sujud sujudku 
 Berdo'a memohon pada illahi dengan ikhlas 
 Dan harapan semoga di kabulkan 
 Air mata terus mengalir menghapus bekas bekas sujudkudalam sajadah 
 Tapi.... tanganku masih terus menengadah 
 Masih terus memohon pada illahiYA ALLAH kabulkan do'aku 
 Ku akhiri do'aku denganROBBANA ATINA FIDZUNYA HASANA WAFIL'AHIROTI HASANAHWAKINA ADZABANNAR 
  
 ",puisi
